DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,NonResidential,Retail Store,1956,1.0,2,39265,39265,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Retail Store,31905.0,Office,4388.0,Other,2679.0,47.66246,-122.29898,Seattle,WA,,5238803.0,15.471603785970728,10.578114283458694
2016,NonResidential,Retail Store,1956,1.0,2,54284,54284,0,"Other, Retail Store",Retail Store,52784.0,Other,1900.0,,,47.66246,-122.29898,Seattle,WA,,6778694.0,15.729295163514228,10.902003224665952
2016,NonResidential,Retail Store,1956,1.0,1,23409,23409,0,"Other, Retail Store",Retail Store,21909.0,Other,1500.0,,,47.66246,-122.29898,Seattle,WA,,2545405.0,14.749800723730674,10.060918560484955
2016,NonResidential,Retail Store,1997,1.0,1,63153,63153,0,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,Other,1000.0,47.66246,-122.29898,Seattle,WA,,4644178.0,15.351125165415416,11.053331467023655
2016,NonResidential,Hotel,1961,2.0,2,24100,24100,0,Hotel,Hotel,30910.0,,,,,47.66355,-122.30123,Seattle,WA,,1587454.75,14.277643135344748,10.090008612393838
2016,NonResidential,Restaurant,1923,1.0,3,33600,33600,0,"Office, Restaurant",Restaurant,19200.0,Office,14400.0,,,47.61521,-122.33747,Seattle,WA,,4475650.0,15.314162373970987,10.42231110741318
2016,NonResidential,Other,1927,1.0,4,32356,32356,0,"Bank Branch, Financial Office",Financial Office,25876.0,Bank Branch,6480.0,,,47.61362,-122.33959,Seattle,WA,,1857154.75,14.434556708654092,10.38458565982913
2016,NonResidential,Hotel,1960,1.0,7,61180,48220,12960,Hotel,Hotel,61180.0,,,,,47.61798,-122.33974,Seattle,WA,,3993913.25,15.200282323022863,11.021591962782166
2016,NonResidential,Small- and Mid-Sized Office,1978,1.0,5,43506,32256,11250,"Office, Parking",Office,32569.0,Parking,0.0,,,47.61524,-122.33519,Seattle,WA,,3460275.5,15.056859057135808,10.680677123670844
2016,NonResidential,Worship Facility,1910,1.0,2,23931,23931,0,Worship Facility,Worship Facility,23931.0,,,,,47.67572,-122.3285,Seattle,WA,,496477.3125,13.115295080747975,10.082971754509922
2016,NonResidential,Worship Facility,1948,1.0,2,21393,21393,0,Worship Facility,Worship Facility,21393.0,,,,,47.67491,-122.33316,Seattle,WA,,845961.375,13.64823016360409,9.970865787866076
2016,NonResidential,Mixed Use Property,1990,1.0,2,47560,47560,0,"Distribution Center, Non-Refrigerated Warehouse, Office",Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,Office,8255.0,47.57256,-122.29265,Seattle,WA,,1132489.625,13.939929858159369,10.769768376656003
2016,NonResidential,Senior Care Community,2006,1.0,6,62334,62334,0,"Bank Branch, Parking, Senior Care Community",Senior Care Community,35696.0,Bank Branch,15661.0,Parking,10877.0,47.60897,-122.32507,Seattle,WA,,1076733.25,13.889443175458553,11.040278344779075
2016,NonResidential,Residence Hall,1930,1.0,3,20960,20960,0,Residence Hall/Dormitory,Residence Hall/Dormitory,20960.0,,,,,47.66159,-122.30441,Seattle,WA,,1500309.75,14.221182811283054,9.95041884722056
2016,NonResidential,University,1910,1.0,3,28800,28800,0,College/University,College/University,28800.0,,,,,47.61679,-122.33619,Seattle,WA,,717056.375,13.482911137300755,10.268165387743457
2016,NonResidential,K-12 School,1957,1.0,2,21600,21600,0,K-12 School,K-12 School,21600.0,,,,,47.61718,-122.33654,Seattle,WA,,1261536.75,14.04784197130834,9.980494888896912
2016,NonResidential,K-12 School,1995,1.0,3,22860,22860,0,K-12 School,K-12 School,22860.0,,,,,47.61687,-122.33533,Seattle,WA,,931148.625,13.744175257631762,10.03718768092397
2016,NonResidential,Worship Facility,1972,1.0,1,26366,26366,0,"Parking, Worship Facility",Worship Facility,26386.0,Parking,0.0,,,47.66516,-122.2738,Seattle,WA,,888031.875,13.696764042685428,10.179868507232754
2016,NonResidential,Worship Facility,1965,1.0,2,21732,21732,0,Worship Facility,Worship Facility,21732.0,,,,,47.54362,-122.2667,Seattle,WA,,860364.1875,13.66511221472498,9.986587121705702
2016,NonResidential,Mixed Use Property,1945,1.0,1,21060,21060,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,Office,1890.0,47.66835,-122.38886,Seattle,WA,,350264.5938,12.7664469851211,9.955178267941482
2016,NonResidential,Mixed Use Property,1960,1.0,4,20539,20539,0,"Medical Office, Multifamily Housing, Office, Restaurant, Retail Store",Retail Store,7387.0,Multifamily Housing,5264.0,Restaurant,3700.0,47.6684,-122.38788,Seattle,WA,,1678458.75,14.33338711537089,9.930129483482547
2016,SPS-District K-12,K-12 School,1958,1.0,1,38624,38624,0,K-12 School,K-12 School,41408.0,,,,,47.67365,-122.26293,Seattle,WA,,1424157.25,14.169091495397486,10.561655014200047
2016,NonResidential,Retail Store,1900,1.0,3,32960,32960,0,Retail Store,Retail Store,32960.0,,,,,47.66033,-122.31348,Seattle,WA,,813641.0,13.609275744802977,10.403080323368991
2016,NonResidential,Other,1921,1.0,3,29636,29636,0,"Multifamily Housing, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,25096.0,Multifamily Housing,4540.0,,,47.66097,-122.3139,Seattle,WA,,688641.8125,13.442478001203956,10.296778859712584
2016,NonResidential,Hotel,1930,1.0,3,20571,20571,0,Hotel,Hotel,20571.0,,,,,47.66023,-122.31581,Seattle,WA,,716279.6875,13.481827390770418,9.931686206894806
2016,NonResidential,Worship Facility,1926,1.0,2,47992,47992,0,"Other, Worship Facility",Worship Facility,37800.0,Other,10206.0,,,47.65926,-122.31241,Seattle,WA,,3040195.5,14.927432709451343,10.77881044592198
2016,NonResidential,Residence Hall,1993,1.0,3,28572,28572,0,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,22000.0,Parking,7000.0,,,47.65711,-122.31409,Seattle,WA,,2717863.25,14.81535692763358,10.260217494962417
2016,NonResidential,Residence Hall,1982,0.0,15,115775,84240,31535,"Office, Residence Hall/Dormitory",Residence Hall/Dormitory,150000.0,Office,25000.0,,,47.60817,-122.32654,Seattle,WA,,2882489.75,14.874165322100254,11.659412568754966
2016,NonResidential,Worship Facility,2000,1.0,2,31386,31386,0,Worship Facility,Worship Facility,30000.0,,,,,47.68752,-122.29852,Seattle,WA,,1128179.125,13.936116383575492,10.354149073430555
2016,Campus,K-12 School,1989,5.0,3,21500,21500,0,K-12 School,K-12 School,96154.0,,,,,47.687,-122.30013,Seattle,WA,,6689184.0,15.716002601065972,9.975854724662028
2016,NonResidential,Small- and Mid-Sized Office,2012,1.0,2,84116,57619,26497,Office,Office,55000.0,,,,,47.64834,-122.33188,Seattle,WA,,2641681.75,14.78692667736905,11.339963965842596
2016,NonResidential,Hotel,1925,1.0,9,104000,104000,0,"Hotel, Restaurant",Hotel,96000.0,Restaurant,8000.0,,,47.61345,-122.34068,Seattle,WA,,8690648.0,15.9777581779972,11.552155793461898
2016,SPS-District K-12,K-12 School,1971,1.0,1,55206,55206,0,K-12 School,K-12 School,55206.0,,,,,47.57405,-122.30301,Seattle,WA,,2345752.5,14.668117230211292,10.918845035819478
2016,NonResidential,Senior Care Community,1981,1.0,3,78374,78374,0,"Parking, Senior Care Community",Senior Care Community,58665.0,Parking,0.0,,,47.57188,-122.29531,Seattle,WA,,3321035.75,15.015787566241649,11.269260277935222
2016,NonResidential,Mixed Use Property,2007,1.0,2,38784,38784,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,16826.0,Office,16826.0,,,47.65742,-122.36736,Seattle,WA,,1841154.25,14.42590378582864,10.565788852924973
2016,NonResidential,Other,1969,1.0,2,41790,41790,0,"Office, Social/Meeting Hall",Social/Meeting Hall,21790.0,Office,20000.0,,,47.57383,-122.33046,Seattle,WA,,2177075.0,14.593493250034523,10.640436284325322
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,5,39960,39960,0,"Office, Other",Office,37120.0,Other,2840.0,,,47.60542,-122.3364,Seattle,WA,,2178690.5,14.594235025197715,10.595659257474392
2016,NonResidential,Warehouse,1900,1.0,5,33300,33300,0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,24000.0,Retail Store,6000.0,,,47.60528,-122.33627,Seattle,WA,,90558.70313,11.413764615273507,10.413342705547674
2016,NonResidential,Hotel,1926,1.0,11,36240,36240,0,Hotel,Hotel,36240.0,,,,,47.60721,-122.33451,Seattle,WA,,2147968.25,14.580033418865964,10.497946353595198
2016,NonResidential,Other,1922,1.0,3,39320,32360,6960,Social/Meeting Hall,Social/Meeting Hall,39320.0,,,,,47.60781,-122.33186,Seattle,WA,,3042875.5,14.928313843106451,10.579514006287654
2016,NonResidential,Other,1908,1.0,5,41536,41536,0,Performing Arts,Performing Arts,41536.0,,,,,47.60547,-122.33118,Seattle,WA,,2735166.0,14.82170305230318,10.634339875274724
2016,NonResidential,Hotel,1909,1.0,6,35820,35820,0,Hotel,Hotel,35820.0,,,,,47.60223,-122.32889,Seattle,WA,,3321603.0,15.015958356751849,10.48628959258962
2016,NonResidential,K-12 School,1922,1.0,2,33462,33462,0,K-12 School,K-12 School,57896.0,,,,,47.56542,-122.38502,Seattle,WA,,3987215.5,15.19860392636903,10.41819562981634
2016,NonResidential,K-12 School,1965,1.0,3,49744,49744,0,K-12 School,K-12 School,49744.0,,,,,47.56504,-122.38455,Seattle,WA,,2096835.5,14.555940338317887,10.81466523502346
2016,NonResidential,Worship Facility,1923,1.0,2,37816,37816,0,"K-12 School, Worship Facility",Worship Facility,19407.0,K-12 School,18701.0,,,47.56342,-122.38509,Seattle,WA,,1411305.5,14.160026429074197,10.540514015956738
2016,NonResidential,Mixed Use Property,1926,0.0,2,23315,23315,0,"Office, Restaurant, Retail Store",Office,7758.0,Retail Store,6919.0,Restaurant,1976.0,47.5622,-122.38648,Seattle,WA,,1354000.625,14.118574932601348,10.05689509916544
2016,NonResidential,Mixed Use Property,1930,1.0,2,20700,20700,0,"Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant",Non-Refrigerated Warehouse,6900.0,Restaurant,6900.0,Other - Recreation,4323.0,47.56147,-122.38638,Seattle,WA,,4265815.0,15.266144045343898,9.937937287265354
2016,NonResidential,Other,1948,1.0,1,41521,28397,13124,"Other - Recreation, Parking, Restaurant",Other - Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,47.56263,-122.38196,Seattle,WA,,3343550.0,15.022543973836733,10.633978686236494
2016,NonResidential,Supermarket / Grocery Store,1946,1.0,2,25762,25762,0,Supermarket/Grocery Store,Supermarket/Grocery Store,25762.0,,,,,47.56197,-122.38109,Seattle,WA,,1906384.875,14.46071979548618,10.156694633064722
2016,NonResidential,Other,1984,1.0,1,33334,33334,0,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,,,47.56245,-122.37805,Seattle,WA,,6118300.5,15.62679508328945,10.41436317505216
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,3,43387,43387,0,Office,Office,45000.0,,,,,47.56175,-122.37835,Seattle,WA,,2686765.0,14.803848797835942,10.677938184160109
2016,NonResidential,Mixed Use Property,1979,1.0,1,39350,39350,0,"Food Service, Retail Store, Supermarket/Grocery Store",Supermarket/Grocery Store,19271.0,Retail Store,19249.0,Food Service,2663.0,47.72178,-122.29498,Seattle,WA,,267135.0938,12.495513522128764,10.580276666483256
2016,NonResidential,Other,1949,0.0,1,22405,22405,0,"Other, Retail Store",Other,11000.0,Retail Store,7500.0,,,47.72032,-122.29507,Seattle,WA,,3498214.75,15.06776361076044,10.017084059118668
2016,SPS-District K-12,Other,2013,1.0,1,32590,32590,0,Other,Other,32590.0,,,,,47.72606,-122.28747,Seattle,WA,,1361794.25,14.124314423994372,10.39179145561983
2016,NonResidential,Warehouse,1985,1.0,1,37500,37500,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61419.0,,,,,47.552,-122.32262,Seattle,WA,,1811506.375,14.409669860520683,10.53212287826962
2016,NonResidential,Medical Office,1990,1.0,2,39000,39000,0,Medical Office,Medical Office,39000.0,,,,,47.60132,-122.30477,Seattle,WA,,2615247.75,14.776869775240115,10.5713425658087
2016,NonResidential,Other,1924,1.0,1,22180,22180,0,"Other - Mall, Restaurant",Other - Mall,14000.0,Restaurant,8180.0,,,47.56018,-122.38716,Seattle,WA,,5089083.0,15.442608411624564,10.006991345550787
2016,SPS-District K-12,K-12 School,1971,1.0,1,51704,51704,0,K-12 School,K-12 School,51704.0,,,,,47.58547,-122.3151,Seattle,WA,,1799402.75,14.402965917990992,10.853309767619075
2016,NonResidential,Distribution Center,1969,1.0,1,25920,25920,0,"Distribution Center, Office, Refrigerated Warehouse",Distribution Center,19277.0,Refrigerated Warehouse,4051.0,Office,2592.0,47.58513,-122.30645,Seattle,WA,,1219744.75,14.014152993351455,10.162808729968926
2016,NonResidential,Refrigerated Warehouse,1953,1.0,1,25480,25480,0,Refrigerated Warehouse,Refrigerated Warehouse,25480.0,,,,,47.58528,-122.30595,Seattle,WA,,741287.1875,13.516144745673657,10.145688355383797
2016,NonResidential,Warehouse,1970,1.0,2,31000,31000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31000.0,,,,,47.58482,-122.30501,Seattle,WA,,2301043.75,14.64887381689445,10.34177474101152
2016,NonResidential,Small- and Mid-Sized Office,1961,1.0,1,29740,29740,0,"Non-Refrigerated Warehouse, Office",Office,17804.0,Non-Refrigerated Warehouse,12208.0,,,47.58528,-122.305,Seattle,WA,,1467060.25,14.198771808128107,10.30028184419666
2016,NonResidential,Distribution Center,1954,1.0,1,23236,23236,0,"Distribution Center, Office, Retail Store",Distribution Center,20736.0,Office,1250.0,Retail Store,1250.0,47.58607,-122.30445,Seattle,WA,,433871.0,12.980504838706302,10.053501114853614
2016,NonResidential,Small- and Mid-Sized Office,2009,1.0,3,38075,38075,0,"K-12 School, Office, Retail Store",Office,29035.0,K-12 School,6213.0,Retail Store,2825.0,47.58579,-122.3034,Seattle,WA,,1921801.25,14.468773975602016,10.547339441371197
2016,NonResidential,Small- and Mid-Sized Office,1970,1.0,2,39170,39170,0,Office,Office,35500.0,,,,,47.5859,-122.29957,Seattle,WA,,2130673.75,14.571949271557695,10.575691956076149
2016,Nonresidential COS,Other,1977,0.0,1,36070,36070,0,Other - Recreation,Other - Recreation,66597.0,,,,,47.58476,-122.29765,Seattle,WA,,1441665.375,14.181310207367847,10.493244497383538
2016,NonResidential,Other,1963,1.0,2,20047,20047,0,Other - Services,Other - Services,20047.0,,,,,47.56979,-122.29234,Seattle,WA,,117438.3984,11.673677721219418,9.90588467713585
2016,NonResidential,Retail Store,1914,1.0,1,20000,20000,0,Retail Store,Retail Store,20000.0,,,,,47.57403,-122.3336,Seattle,WA,,557863.6875,13.231871716436942,9.90353755128617
2016,NonResidential,Warehouse,1955,1.0,2,32400,32400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32700.0,,,,,47.5741,-122.32541,Seattle,WA,,248616.0,12.42366883866523,10.385944565501662
2016,NonResidential,Supermarket / Grocery Store,1962,1.0,1,25159,25159,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25883.0,Parking,0.0,,,47.63776,-122.35606,Seattle,WA,,8905287.0,16.002155815564173,10.133010710814377
2016,Nonresidential COS,Other,1948,1.0,1,27247,27247,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,14317.0,Fitness Center/Health Club/Gym,7701.0,Pre-school/Daycare,3045.0,47.63629,-122.35922,Seattle,WA,,2332996.5,14.662664479421338,10.212735402902467
2016,NonResidential,Distribution Center,1955,1.0,1,26680,26680,0,Distribution Center,Distribution Center,33987.0,,,,,47.56489,-122.3409,Seattle,WA,,243518.2031,12.402951081228949,10.191706980586526
2016,NonResidential,Warehouse,1953,1.0,1,31521,31521,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,31521.0,,,,,47.56447,-122.35335,Seattle,WA,,1788148.0,14.3966915645769,10.358440993735488
2016,NonResidential,Warehouse,1951,1.0,1,24000,24000,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20400.0,Office,3600.0,,,47.56982,-122.33479,Seattle,WA,,1257033.5,14.044265933496458,10.085850775128716
2016,NonResidential,Self-Storage Facility,1952,1.0,1,21900,21900,0,Self-Storage Facility,Self-Storage Facility,21900.0,,,,,47.56487,-122.34181,Seattle,WA,,1333637.625,14.103421572956712,9.994287576862568
2016,NonResidential,Warehouse,1961,1.0,1,38005,38005,0,"Non-Refrigerated Warehouse, Office, Self-Storage Facility",Non-Refrigerated Warehouse,21560.0,Self-Storage Facility,10974.0,Office,5471.0,47.56897,-122.33617,Seattle,WA,,752093.625,13.530617426132928,10.545499320981303
2016,NonResidential,Distribution Center,1998,1.0,1,35579,35579,0,Distribution Center,Distribution Center,35579.0,,,,,47.5678,-122.33622,Seattle,WA,,1096646.25,13.907768128749533,10.479538961219824
2016,NonResidential,Distribution Center,1975,1.0,1,49950,49950,0,Distribution Center,Distribution Center,49950.0,,,,,47.57382,-122.32672,Seattle,WA,,238969.7031,12.384096242228416,10.818797803896322
2016,SPS-District K-12,K-12 School,2001,1.0,3,62078,62078,0,K-12 School,K-12 School,62078.0,,,,,47.6315,-122.30761,Seattle,WA,,1955013.5,14.485908168253893,11.036163046479938
2016,NonResidential,Worship Facility,1947,1.0,2,22612,22612,0,Worship Facility,Worship Facility,22612.0,,,,,47.63927,-122.4032,Seattle,WA,2013,731321.8125,13.50261024522075,10.026280241122992
2016,NonResidential,Other,1976,1.0,2,38787,38787,0,"Automobile Dealership, Parking",Automobile Dealership,38787.0,Parking,0.0,,,47.72599,-122.29314,Seattle,WA,,3204685.5,14.980124827639983,10.565866199424438
2016,NonResidential,Self-Storage Facility,1988,2.0,2,50368,50368,0,Self-Storage Facility,Self-Storage Facility,50369.0,,,,,47.72356,-122.29378,Seattle,WA,,753275.1875,13.532187222402165,10.827131185455466
2016,NonResidential,Warehouse,1938,1.0,1,30545,30545,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23545.0,Office,7000.0,,,47.55302,-122.33605,Seattle,WA,,1577040.875,14.271061419175387,10.326989023130391
2016,NonResidential,K-12 School,1922,1.0,3,32691,32691,0,K-12 School,K-12 School,33550.0,,,,,47.63111,-122.35814,Seattle,WA,,971990.3125,13.787102145645433,10.39488567863602
2016,NonResidential,Worship Facility,1963,1.0,2,24227,24227,0,Worship Facility,Worship Facility,26210.0,,,,,47.63159,-122.35839,Seattle,WA,,1086678.125,13.898636929332987,10.095264268100838
2016,NonResidential,Distribution Center,1956,1.0,1,27000,27000,0,Distribution Center,Distribution Center,27000.0,,,,,47.54365,-122.30785,Seattle,WA,,651293.3125,13.386716911961434,10.203629181337648
2016,SPS-District K-12,K-12 School,1999,1.0,3,95501,95501,0,K-12 School,K-12 School,95501.0,,,,,47.64252,-122.32418,Seattle,WA,,3009967.0,14.91744000543931,11.46690246865791
2016,NonResidential,Small- and Mid-Sized Office,1957,1.0,2,21183,21183,0,"Office, Parking",Office,13945.0,Parking,7238.0,,,47.64243,-122.32618,Seattle,WA,20152012,361542.0938,12.798136521774968,9.961001458736735
2016,NonResidential,Small- and Mid-Sized Office,1961,1.0,3,29392,25558,3834,"Office, Parking",Office,29392.0,Parking,3834.0,,,47.64428,-122.32627,Seattle,WA,,755618.1875,13.535292808013915,10.288511829739509
2016,NonResidential,Large Office,1985,1.0,5,137738,82234,55504,"Office, Other, Parking",Office,77796.0,Parking,55504.0,Other,4438.0,47.6465,-122.3252,Seattle,WA,,4704936.5,15.364123047172686,11.833115869017158
2016,NonResidential,Residence Hall,1988,1.0,3,21118,21118,0,Residence Hall/Dormitory,Residence Hall/Dormitory,21118.0,,,,,47.65014,-122.34424,Seattle,WA,,1361427.75,14.124045257739803,9.957928388214375
2016,NonResidential,Large Office,2013,1.0,5,206126,126842,79284,"Office, Other, Parking, Restaurant",Office,101941.0,Parking,73177.0,Other,8324.0,47.64868,-122.34254,Seattle,WA,20162015,4489661.0,15.31728797848844,12.23624776266504
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,2,20500,20500,0,Office,Office,20500.0,,,,,47.64866,-122.34509,Seattle,WA,,1326178.125,14.097812527331554,9.928228944424577
2016,NonResidential,Senior Care Community,1966,1.0,2,34636,3636,31000,"Parking, Senior Care Community",Senior Care Community,36000.0,Parking,0.0,,,47.69875,-122.36725,Seattle,WA,,12148720.0,16.312734454720108,10.452677753845103
2016,NonResidential,Worship Facility,1930,1.0,2,25521,25521,0,Worship Facility,Worship Facility,25521.0,,,,,47.67485,-122.29284,Seattle,WA,,605186.3125,13.313293296532503,10.147296104293922
2016,NonResidential,K-12 School,1986,1.0,1,23190,23190,0,K-12 School,K-12 School,23190.0,,,,,47.67485,-122.29284,Seattle,WA,,1705515.25,14.3493784087931,10.05151955135521
2016,NonResidential,Small- and Mid-Sized Office,1960,1.0,1,20678,20678,0,Office,Office,23100.0,,,,,47.68602,-122.35674,Seattle,WA,,770333.0,13.554579466014255,9.936873971553762
2016,NonResidential,K-12 School,1922,1.0,3,28820,28820,0,K-12 School,K-12 School,33780.0,,,,,47.68642,-122.35707,Seattle,WA,,2595783.5,14.769399341033749,10.268859567077849
2016,NonResidential,Worship Facility,1954,1.0,2,27876,27876,0,Worship Facility,Worship Facility,44816.0,,,,,47.51042,-122.26277,Seattle,WA,,1829981.375,14.419816893623684,10.235557255067516
2016,SPS-District K-12,K-12 School,1925,1.0,1,48789,48789,0,K-12 School,K-12 School,48789.0,,,,,47.63796,-122.34897,Seattle,WA,2016,1298307.625,14.07657291762906,10.795280652809884
2016,SPS-District K-12,K-12 School,1925,1.0,1,33105,33105,0,K-12 School,K-12 School,33105.0,,,,,47.55818,-122.28712,Seattle,WA,,1725336.25,14.360933096584922,10.40746981382011
2016,NonResidential,Senior Care Community,1966,1.0,2,48882,41649,7233,"Parking, Senior Care Community",Senior Care Community,41922.0,Parking,9079.0,,,47.55387,-122.27875,Seattle,WA,,6782435.0,15.729846887422047,10.79718496675754
2016,NonResidential,Warehouse,1977,1.0,1,22320,22320,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22320.0,,,,,47.55374,-122.32498,Seattle,WA,,439065.9063,12.992407086595012,10.013283218359012
2016,NonResidential,Other,1976,1.0,1,47105,47105,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,45320.0,,,,,47.55297,-122.32472,Seattle,WA,,10234721.0,16.141296615008592,10.76015566042631
2016,NonResidential,Small- and Mid-Sized Office,1982,1.0,2,40029,40029,0,"Non-Refrigerated Warehouse, Office",Office,31800.0,Non-Refrigerated Warehouse,8200.0,,,47.55316,-122.32616,Seattle,WA,,1471914.25,14.202075001885207,10.59738445198662
2016,NonResidential,Small- and Mid-Sized Office,1970,1.0,2,28304,28304,0,Office,Office,27185.0,,,,,47.55196,-122.32518,Seattle,WA,,1269367.5,14.054030090673445,10.25079374647076
2016,NonResidential,Other,1970,1.0,1,26400,26400,0,"Non-Refrigerated Warehouse, Other - Recreation",Other - Recreation,20560.0,Non-Refrigerated Warehouse,7200.0,,,47.55168,-122.32459,Seattle,WA,,452612.5,13.022793839399132,10.181157167204905
2016,NonResidential,Warehouse,1968,1.0,1,27680,27680,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25000.0,Office,2680.0,,,47.55049,-122.32382,Seattle,WA,,1778431.75,14.39124305689216,10.228501536246666
2016,NonResidential,Small- and Mid-Sized Office,1969,1.0,2,25872,25872,0,"Non-Refrigerated Warehouse, Office",Office,23272.0,Non-Refrigerated Warehouse,2600.0,,,47.55145,-122.32635,Seattle,WA,,1787119.0,14.396115943537806,10.160955232894292
2016,NonResidential,Small- and Mid-Sized Office,1969,1.0,2,25872,25872,0,Office,Office,24988.0,,,,,47.55127,-122.32576,Seattle,WA,,2399353.5,14.690710300809062,10.160955232894292
2016,NonResidential,Warehouse,1969,1.0,1,20500,20500,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,,,,,47.55127,-122.32576,Seattle,WA,,222600.0938,12.31313663155814,9.928228944424577
2016,NonResidential,Small- and Mid-Sized Office,1958,1.0,2,21436,21436,0,Office,Office,21436.0,,,,,47.6557,-122.34682,Seattle,WA,,534703.6875,13.18946988749649,9.972873680021136
2016,NonResidential,Mixed Use Property,1998,1.0,1,20233,20233,0,"Non-Refrigerated Warehouse, Office, Other",Office,7245.0,Non-Refrigerated Warehouse,6644.0,Other,6344.0,47.65205,-122.3218,Seattle,WA,,630250.125,13.353873630054522,9.915119636765835
2016,NonResidential,Small- and Mid-Sized Office,2006,1.0,4,39926,27526,12400,"Multifamily Housing, Office, Parking, Retail Store",Office,24335.0,Parking,12400.0,Retail Store,2575.0,47.65178,-122.351,Seattle,WA,,1010967.688,13.826419526207458,10.594808065754666
2016,NonResidential,Small- and Mid-Sized Office,1985,1.0,3,31417,23307,8110,"Office, Parking",Office,26295.0,Parking,12890.0,,,47.64904,-122.34609,Seattle,WA,,1126157.25,13.934322619547382,10.355136256059884
2016,NonResidential,Self-Storage Facility,1928,1.0,6,46580,46580,0,Self-Storage Facility,Self-Storage Facility,46580.0,,,,,47.61179,-122.3404,Seattle,WA,,710275.375,13.47340943383864,10.74894801164928
2016,NonResidential,Retail Store,1916,1.0,2,25920,25920,0,Retail Store,Retail Store,25920.0,,,,,47.61165,-122.34011,Seattle,WA,,478690.0938,13.078810770235728,10.162808729968926
2016,NonResidential,Retail Store,1919,1.0,2,25920,25920,0,Retail Store,Retail Store,38880.0,,,,,47.61236,-122.34144,Seattle,WA,,1011667.5,13.827111505997088,10.162808729968926
2016,NonResidential,Hotel,1910,1.0,8,61721,61721,0,Hotel,,,,,,,47.61203,-122.34165,Seattle,WA,,2897079.75,14.879214150025431,11.030395710359086
2016,NonResidential,Small- and Mid-Sized Office,1919,1.0,2,25920,25920,0,Office,Office,23995.0,,,,,47.61297,-122.34324,Seattle,WA,,1793851.375,14.399876030032187,10.162808729968926
2016,NonResidential,Small- and Mid-Sized Office,1925,1.0,4,39760,39760,0,Office,Office,39760.0,,,,,47.61098,-122.32766,Seattle,WA,,2478960.0,14.723350078743517,10.590641811359664
2016,NonResidential,Other,1920,1.0,3,30971,30971,0,Other,Other,30971.0,,,,,47.61109,-122.32721,Seattle,WA,,2823184.0,14.853376238209218,10.340838849506614
2016,NonResidential,Small- and Mid-Sized Office,1946,1.0,3,22667,22667,0,Office,Office,22667.0,,,,,47.61063,-122.32741,Seattle,WA,,3767135.0,15.141825589022217,10.02870951728951
2016,NonResidential,Warehouse,1927,1.0,2,33840,33840,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,18740.0,Office,13660.0,Retail Store,1440.0,47.64965,-122.34913,Seattle,WA,,2227638.25,14.616452950402362,10.429428364110963
2016,NonResidential,Mixed Use Property,2001,5.0,3,41827,32601,9226,"Multifamily Housing, Office, Other - Mall, Parking, Restaurant",Multifamily Housing,14273.0,Office,14128.0,Parking,9680.0,47.6502,-122.34959,Seattle,WA,,4193371.0,15.249015741511638,10.64132125071848
