DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,NonResidential,K-12 School,1938,1.0,2,23222,23222,0,K-12 School,K-12 School,15006.0,,,,,47.71387,-122.3535,Seattle,WA,,1219863.125,14.014250037556192,10.052898445872824
2016,NonResidential,Mixed Use Property,1924,1.0,2,24476,24476,0,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Fitness Center/Health Club/Gym,7501.0,Office,5872.0,Retail Store,5375.0,47.61426,-122.3253,Seattle,WA,,2662054.25,14.794609032793185,10.10548918009691
2016,NonResidential,Retail Store,1910,0.0,2,24750,24750,0,"Medical Office, Office, Retail Store",Retail Store,19240.0,Office,2050.0,Medical Office,1250.0,47.61386,-122.32481,Seattle,WA,,782343.8125,13.570050859044196,10.11662117122102
2016,NonResidential,K-12 School,1904,1.0,3,60000,60000,0,K-12 School,K-12 School,48783.0,,,,,47.61339,-122.32594,Seattle,WA,,3625407.5,15.103477529577082,11.002116507732016
2016,NonResidential,Other,1954,1.0,2,46560,46560,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,46560.0,,,,,47.61449,-122.32592,Seattle,WA,,690557.6875,13.445256240978674,10.748518559837908
2016,NonResidential,Other,1980,1.0,3,30408,30408,0,"Bank Branch, Parking",Bank Branch,25000.0,Parking,5408.0,,,47.63303,-122.34268,Seattle,WA,,1440554.25,14.180539187509137,10.32249389621096
2016,NonResidential,Small- and Mid-Sized Office,1920,1.0,3,30109,30109,0,"Office, Parking",Office,28400.0,Parking,7200.0,,,47.63439,-122.34078,Seattle,WA,,1465795.75,14.197909509252163,10.31261262147578
2016,SPS-District K-12,K-12 School,1964,1.0,2,39929,39929,0,K-12 School,K-12 School,39929.0,,,,,47.55257,-122.38019,Seattle,WA,,1813718.0,14.410889991373548,10.594883200057266
2016,NonResidential,Small- and Mid-Sized Office,1960,1.0,2,25481,25481,0,Office,Office,25481.0,,,,,47.63985,-122.36712,Seattle,WA,,917100.3125,13.728973227687652,10.145727599541326
2016,NonResidential,Senior Care Community,1967,1.0,1,141297,141297,0,Senior Care Community,Senior Care Community,141297.0,,,,,47.53515,-122.26556,Seattle,WA,,19423344.0,16.781986251103103,11.858626414290775
2016,NonResidential,Small- and Mid-Sized Office,1912,1.0,2,27788,27788,0,"Office, Other - Restaurant/Bar",Office,32610.0,Other - Restaurant/Bar,4874.0,,,47.62298,-122.33082,Seattle,WA,,2119806.25,14.566835722703418,10.232395537922136
2016,NonResidential,Hotel,1990,1.0,4,41704,33120,8584,Hotel,Hotel,41704.0,,,,,47.729,-122.34473,Seattle,WA,,1943899.25,14.480206950957635,10.638376304675711
2016,NonResidential,Warehouse,1941,1.0,2,22324,22324,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21000.0,,,,,47.56683,-122.33358,Seattle,WA,,588856.125,13.285938861052143,10.0134624057447
2016,NonResidential,Other,1946,1.0,2,31360,31360,0,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,32000.0,,,,,47.5661,-122.33358,Seattle,WA,,1725108.25,14.36080093977546,10.353320361711043
2016,NonResidential,Mixed Use Property,1947,1.0,1,30496,30496,0,"Manufacturing/Industrial Plant, Office, Retail Store",Retail Store,14344.0,Manufacturing/Industrial Plant,10272.0,Office,8012.0,47.56555,-122.33362,Seattle,WA,,1992158.25,14.504729658710383,10.32538359710204
2016,NonResidential,Small- and Mid-Sized Office,1922,1.0,3,27600,27600,0,"Office, Retail Store",Office,13175.0,Retail Store,9175.0,,,47.61545,-122.3238,Seattle,WA,,1072151.375,13.885178751370038,10.22560728293294
2016,NonResidential,Senior Care Community,1961,1.0,2,55974,55974,0,Senior Care Community,Senior Care Community,56000.0,,,,,47.66312,-122.35311,Seattle,WA,,6135173.0,15.62954899758315,10.932660441466956
2016,SPS-District K-12,K-12 School,1971,1.0,2,52901,52901,0,K-12 School,K-12 School,52901.0,,,,,47.53074,-122.28491,Seattle,WA,,2240342.0,14.622139537108788,10.876196424315085
2016,NonResidential,Senior Care Community,1954,1.0,1,22583,22583,0,Senior Care Community,Senior Care Community,22583.0,,,,,47.70883,-122.28887,Seattle,WA,,1981360.0,14.499294540274963,10.024996969933325
2016,NonResidential,Small- and Mid-Sized Office,1997,0.0,3,31686,24328,7358,"Food Service, Library, Office, Parking",Office,25927.0,Parking,6750.0,Food Service,3743.0,47.66117,-122.3391,Seattle,WA,,2305643.5,14.650870804873891,10.363661781116344
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,3,26694,20660,6034,"Office, Parking",Office,24914.0,Parking,4720.0,,,47.6483,-122.33438,Seattle,WA,,720170.6875,13.487244917427509,10.192231560934289
2016,NonResidential,Warehouse,1972,1.0,1,29400,29400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,,,,,47.70833,-122.34429,Seattle,WA,,227509.5,12.33495167015424,10.288783966353764
2016,NonResidential,Hotel,1992,1.0,3,22452,22452,0,Hotel,Hotel,22452.0,,,,,47.54774,-122.32091,Seattle,WA,,1244150.0,14.03396392755164,10.0191795145322
2016,NonResidential,Other,1912,1.0,2,25767,25767,0,Bank Branch,Bank Branch,17434.0,,,,,47.66148,-122.31279,Seattle,WA,,1581352.75,14.273791841953772,10.156888691011035
2016,NonResidential,Retail Store,1953,1.0,4,33910,33910,0,"Office, Retail Store",Retail Store,14585.0,Office,14462.0,,,47.66188,-122.31279,Seattle,WA,,1822834.25,14.415903676565394,10.43149472451088
2016,NonResidential,Worship Facility,1927,1.0,2,78401,78401,0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,47.6645,-122.31224,Seattle,WA,,2462408.25,14.716650798557422,11.2696047162172
2016,NonResidential,Warehouse,1979,1.0,2,78716,78716,0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,47.64748,-122.33435,Seattle,WA,,4103800.75,15.22742435813573,11.273614421243842
2016,NonResidential,K-12 School,1910,1.0,2,33300,33300,0,K-12 School,K-12 School,30740.0,,,,,47.66389,-122.33692,Seattle,WA,,1594733.625,14.282217901048163,10.413342705547674
2016,NonResidential,Supermarket / Grocery Store,1957,1.0,1,28808,28808,0,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,,,47.66185,-122.33594,Seattle,WA,,9232576.0,16.038248765776974,10.268443117306084
2016,NonResidential,Small- and Mid-Sized Office,1957,1.0,1,27966,20962,7004,"Office, Parking",Office,20962.0,Parking,7004.0,,,47.66345,-122.3134,Seattle,WA,,1100499.75,13.911275861456826,10.23878052266729
2016,NonResidential,Supermarket / Grocery Store,1950,1.0,1,26226,26226,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,,,47.66429,-122.31389,Seattle,WA,,7588060.5,15.842086714906674,10.174544693464336
2016,NonResidential,Mixed Use Property,1928,,2,20760,20760,0,,,,,,,,47.66182,-122.31345,Seattle,WA,,2582687.0,14.76434127500298,9.940831505676549
2016,NonResidential,Mixed Use Property,1976,1.0,2,34948,19193,15755,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,,,47.6616,-122.31393,Seattle,WA,,1159807.125,13.96376513991813,10.461645134949324
2016,NonResidential,Small- and Mid-Sized Office,1998,1.0,3,37639,27640,9999,"Laboratory, Office",Office,20434.0,Laboratory,7557.0,,,47.6342,-122.32661,Seattle,WA,,6197824.5,15.639709062690187,10.535822593699317
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,4,22840,22840,0,"Office, Other",Office,18400.0,Other,4440.0,,,47.60102,-122.33378,Seattle,WA,,881386.1875,13.68925229475158,10.036312445648631
2016,NonResidential,Other,1900,1.0,1,21420,21420,0,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,10420.0,Bar/Nightclub,5000.0,Supermarket/Grocery Store,2000.0,47.60135,-122.33327,Seattle,WA,,810636.875,13.605576716733191,9.972127028252816
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,1,20880,20880,0,Office,Office,20880.0,,,,,47.6011,-122.33197,Seattle,WA,,683274.0,13.434652692948951,9.94659493357006
2016,NonResidential,Mixed Use Property,1966,1.0,3,26000,26000,0,"Office, Other - Entertainment/Public Assembly",Office,13000.0,Other - Entertainment/Public Assembly,13000.0,,,47.59938,-122.33197,Seattle,WA,,1063035.875,13.876640346280272,10.165890277802454
2016,NonResidential,Small- and Mid-Sized Office,1900,1.0,3,38675,38675,0,"Office, Restaurant",Office,12100.0,Restaurant,4281.0,,,47.59954,-122.33201,Seattle,WA,,1938776.75,14.477568306716678,10.562974531603436
2016,Nonresidential COS,Small- and Mid-Sized Office,1929,1.0,4,49951,49951,0,"Office, Other",Office,32039.0,Other,24035.0,,,47.59986,-122.33195,Seattle,WA,,5134446.0,15.45148270323787,10.81881782331516
2016,NonResidential,Medical Office,2010,1.0,2,25880,25880,0,Medical Office,Medical Office,25880.0,,,,,47.5195,-122.26935,Seattle,WA,,1941728.75,14.47908975749055,10.161264387744689
2016,NonResidential,Worship Facility,1927,1.0,3,41013,41013,0,"Office, Worship Facility",Worship Facility,32098.0,Office,2310.0,,,47.66517,-122.31037,Seattle,WA,,1080821.0,13.893232420713336,10.621668750815717
2016,NonResidential,Other,2004,1.0,2,21075,21075,0,"Office, Social/Meeting Hall",Social/Meeting Hall,18075.0,Office,3000.0,,,47.66453,-122.30999,Seattle,WA,,1581036.75,14.273591993199403,9.955890231329176
2016,NonResidential,Worship Facility,1950,1.0,3,46485,46485,0,Worship Facility,Worship Facility,63922.0,,,,,47.67842,-122.31949,Seattle,WA,,1544995.75,14.2505323647519,10.746906470974372
2016,NonResidential,Small- and Mid-Sized Office,1965,1.0,4,56896,56896,0,"Office, Parking",Office,40768.0,Parking,16128.0,,,47.67819,-122.3231,Seattle,WA,,1402048.5,14.153445652658114,10.94899789464713
2016,NonResidential,Worship Facility,1978,1.0,2,27500,27500,0,Worship Facility,Worship Facility,27500.0,,,,,47.67783,-122.32577,Seattle,WA,,577123.125,13.265812643672122,10.221977646629885
2016,NonResidential,Small- and Mid-Sized Office,1930,1.0,2,36630,36630,0,"Distribution Center, Office",Office,22000.0,Distribution Center,11000.0,,,47.59856,-122.33248,Seattle,WA,,541943.3125,13.202918530678264,10.50865015542752
2016,NonResidential,Small- and Mid-Sized Office,1900,0.0,3,26830,26830,0,"Office, Other",Office,16838.0,Other,10000.0,,,47.59954,-122.33115,Seattle,WA,,2099386.75,14.557156312566336,10.197313214435868
2016,NonResidential,Small- and Mid-Sized Office,1906,1.0,5,41920,41920,0,Office,Office,41920.0,,,,,47.59971,-122.33065,Seattle,WA,,1103594.75,13.914084270284867,10.64354217367223
2016,NonResidential,Small- and Mid-Sized Office,1905,1.0,5,36879,36879,0,Office,Office,44000.0,,,,,47.60048,-122.33157,Seattle,WA,,1537570.25,14.245714619052492,10.51542467767053
2016,NonResidential,Other,1904,1.0,6,29820,29820,0,Other - Lodging/Residential,Other - Lodging/Residential,29820.0,,,,,47.60055,-122.33057,Seattle,WA,,1601955.625,14.286736330713309,10.302968122297036
2016,NonResidential,Small- and Mid-Sized Office,1905,0.0,2,33640,33640,0,Office,Office,27322.0,,,,,47.60026,-122.3299,Seattle,WA,,1078535.75,13.891115819335116,10.423500840161111
2016,NonResidential,Warehouse,1906,1.0,4,43484,43484,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,26416.0,Retail Store,9531.0,Office,7537.0,47.59986,-122.32987,Seattle,WA,,1567040.75,14.26470016425062,10.680171330023866
2016,NonResidential,Mixed Use Property,1900,1.0,3,22480,22480,0,"Office, Other, Retail Store",Office,10800.0,Other,10800.0,Retail Store,7200.0,47.599,-122.32717,Seattle,WA,,981009.125,13.796338059595156,10.02042578700401
2016,NonResidential,Hotel,1925,1.0,4,33018,33018,0,"Hotel, Retail Store",Hotel,23193.0,Retail Store,6165.0,,,47.5985,-122.32677,Seattle,WA,,4857581.5,15.396051444134796,10.404838432339576
2016,NonResidential,Small- and Mid-Sized Office,1970,1.0,2,26510,26510,0,Office,Office,30800.0,,,,,47.5962,-122.32548,Seattle,WA,,987063.6875,13.802490855781675,10.185315020186112
2016,NonResidential,Warehouse,1938,1.0,1,40028,40028,0,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,33222.0,Retail Store,10208.0,Office,6200.0,47.65429,-122.32618,Seattle,WA,,942415.1875,13.756202268620733,10.597359470410533
2016,NonResidential,Small- and Mid-Sized Office,2007,1.0,3,44510,26282,18228,"Office, Parking",Office,26282.0,Parking,18228.0,,,47.65373,-122.32721,Seattle,WA,,2188051.25,14.59852232249482,10.703491628618904
2016,NonResidential,Worship Facility,1954,1.0,1,21624,21624,0,Worship Facility,Worship Facility,21624.0,,,,,47.71705,-122.28577,Seattle,WA,,666687.5,13.41007819931984,9.98160533180008
2016,SPS-District K-12,K-12 School,1970,1.0,1,42239,42239,0,K-12 School,K-12 School,48799.0,,,,,47.6763,-122.3285,Seattle,WA,,2145603.5,14.578931888822789,10.651122918380144
2016,SPS-District K-12,K-12 School,1925,1.0,3,51360,51360,0,K-12 School,K-12 School,51026.0,,,,,47.66828,-122.3266,Seattle,WA,,1403094.75,14.154191603370302,10.84663440857928
2016,NonResidential,Small- and Mid-Sized Office,1993,0.0,3,21600,21600,0,"Office, Restaurant",Office,11600.0,Restaurant,10000.0,,,47.59819,-122.32599,Seattle,WA,,1539176.625,14.24675882201557,9.980494888896912
2016,NonResidential,Mixed Use Property,1909,1.0,3,20620,20620,0,"Multifamily Housing, Retail Store, Social/Meeting Hall",Multifamily Housing,10060.0,Retail Store,5280.0,Social/Meeting Hall,5280.0,47.59769,-122.32537,Seattle,WA,,747456.875,13.524433228143954,9.934065253000266
2016,NonResidential,Hotel,1910,1.0,5,40552,40552,0,Hotel,Hotel,40552.0,,,,,47.59983,-122.32598,Seattle,WA,,1200180.875,13.997983665773791,10.610365039544332
2016,NonResidential,Small- and Mid-Sized Office,1909,1.0,3,31432,31432,0,"Multifamily Housing, Office, Other",Office,23059.0,Other,7125.0,Multifamily Housing,1248.0,47.60105,-122.32542,Seattle,WA,,1439572.375,14.179857360295228,10.35561357544334
2016,NonResidential,Retail Store,1917,1.0,2,24550,24550,0,"Office, Retail Store",Retail Store,13500.0,Office,11050.0,,,47.59935,-122.32468,Seattle,WA,,977230.3125,13.79247866093463,10.10850786559065
2016,SPS-District K-12,K-12 School,2000,1.0,2,61052,61052,0,K-12 School,K-12 School,61052.0,,,,,47.65753,-122.32405,Seattle,WA,,2366929.5,14.677104526003363,11.019497618380658
2016,NonResidential,Other,1908,1.0,3,25864,25864,0,"Office, Social/Meeting Hall",Social/Meeting Hall,13364.0,Office,8420.0,,,47.60285,-122.31458,Seattle,WA,,1028277.313,13.843396420846092,10.160645982437616
2016,NonResidential,Other,1924,1.0,3,20686,20686,0,Other - Lodging/Residential,Other - Lodging/Residential,20686.0,,,,,47.66192,-122.30998,Seattle,WA,,1207504.0,14.00406680528704,9.93726076264305
2016,NonResidential,Residence Hall,1929,1.0,3,22124,22124,0,Residence Hall/Dormitory,Residence Hall/Dormitory,22124.0,,,,,47.6617,-122.31007,Seattle,WA,,637685.0,13.365601278165556,10.00446346987613
2016,NonResidential,Residence Hall,1926,1.0,3,27487,27487,0,Residence Hall/Dormitory,Residence Hall/Dormitory,27487.0,,,,,47.66289,-122.30863,Seattle,WA,,1594504.875,14.28207444996607,10.22150482478398
2016,NonResidential,Residence Hall,1926,1.0,4,23616,23616,0,Residence Hall/Dormitory,Residence Hall/Dormitory,23616.0,,,,,47.66164,-122.30874,Seattle,WA,,1656420.25,14.320169959598063,10.069722070677152
2016,NonResidential,Residence Hall,1976,1.0,3,33448,33448,0,Residence Hall/Dormitory,Residence Hall/Dormitory,33448.0,,,,,47.66238,-122.30801,Seattle,WA,,998633.5,13.81414412481958,10.417777169743282
2016,Nonresidential COS,Mixed Use Property,2005,0.0,2,29508,22388,7120,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Parking, Pre-school/Daycare",Other - Recreation,11074.0,Fitness Center/Health Club/Gym,8183.0,Parking,6569.0,47.60153,-122.31986,Seattle,WA,,2217620.0,14.611945557629854,10.292450580544786
2016,NonResidential,Senior Care Community,1987,1.0,2,74840,74840,0,Senior Care Community,Senior Care Community,74840.0,,,,,47.60133,-122.31088,Seattle,WA,,8268496.5,15.92796336972004,11.223121142137346
2016,Nonresidential COS,Other,1913,1.0,3,20992,20992,0,"Other - Education, Performing Arts, Social/Meeting Hall",Performing Arts,24600.0,Social/Meeting Hall,4625.0,Other - Education,1665.0,47.60133,-122.31088,Seattle,WA,,2473302.0,14.721065062249306,9.951944327804322
2016,NonResidential,K-12 School,1925,1.0,2,22344,22344,0,K-12 School,K-12 School,22344.0,,,,,47.6032,-122.30596,Seattle,WA,,1522596.75,14.235928480117703,10.014357861367552
2016,NonResidential,University,1921,1.0,3,31900,31900,0,College/University,College/University,26000.0,,,,,47.62531,-122.32303,Seattle,WA,,2466100.0,14.71814891888312,10.37039263624398
2016,Nonresidential COS,Other,1950,1.0,2,29417,29417,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Pre-school/Daycare",Other - Recreation,18489.0,Fitness Center/Health Club/Gym,8946.0,Pre-school/Daycare,1445.0,47.68475,-122.38257,Seattle,WA,,1631479.125,14.304998212900244,10.289362010879287
2016,NonResidential,Mixed Use Property,1909,1.0,3,49299,49299,0,"Multifamily Housing, Office, Restaurant",Office,24099.0,Multifamily Housing,23632.0,Restaurant,5320.0,47.59737,-122.32487,Seattle,WA,,4729846.5,15.369403518933565,10.805679360030782
2016,NonResidential,Supermarket / Grocery Store,1997,1.0,1,31841,31841,0,"Office, Supermarket/Grocery Store",Supermarket/Grocery Store,30899.0,Office,942.0,,,47.58217,-122.38479,Seattle,WA,,13140574.0,16.391215329576255,10.36854145205595
2016,NonResidential,Mixed Use Property,1988,1.0,2,21036,21036,0,"Fitness Center/Health Club/Gym, Medical Office, Office, Parking, Restaurant",Parking,11021.0,Fitness Center/Health Club/Gym,8164.0,Office,7280.0,47.627,-122.29153,Seattle,WA,,2735811.5,14.821939024674489,9.954038071134027
2016,NonResidential,Mixed Use Property,1999,1.0,2,32928,32928,0,"Office, Other, Parking, Retail Store",Parking,24288.0,Retail Store,16710.0,Office,16128.0,47.66272,-122.31798,Seattle,WA,,5652231.0,15.547561069360976,10.402109007463212
2016,SPS-District K-12,K-12 School,1928,1.0,2,54943,54943,0,K-12 School,K-12 School,57247.0,,,,,47.6622,-122.27796,Seattle,WA,,2155390.25,14.58348281956532,10.914069763697205
2016,NonResidential,Warehouse,1960,1.0,1,44476,44476,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,41256.0,,,,,47.54761,-122.32759,Seattle,WA,,1368120.5,14.128949189010218,10.702727480606711
2016,NonResidential,Small- and Mid-Sized Office,1969,1.0,1,35017,35017,0,"Non-Refrigerated Warehouse, Office, Parking",Office,19785.0,Non-Refrigerated Warehouse,10234.0,Parking,0.0,47.54494,-122.32543,Seattle,WA,,1295485.25,14.074396665265295,10.463617493986265
2016,NonResidential,Residence Hall,1950,1.0,3,29084,29084,0,Residence Hall/Dormitory,Residence Hall/Dormitory,26000.0,,,,,47.66281,-122.30819,Seattle,WA,,1632498.625,14.30562291042366,10.277977856344862
2016,NonResidential,Worship Facility,1963,1.0,2,22952,22952,0,"Parking, Worship Facility",Worship Facility,22962.0,Parking,0.0,,,47.58671,-122.30201,Seattle,WA,,470666.6875,13.06190757727421,10.041203925899962
2016,NonResidential,Warehouse,1976,1.0,1,21040,21040,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,,,,,47.54443,-122.32688,Seattle,WA,,592088.125,13.291412451521268,9.954228194239311
2016,NonResidential,Warehouse,1951,1.0,2,28032,28032,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,47.54491,-122.32758,Seattle,WA,,1321065.0,14.093949544406282,10.241137666615815
2016,NonResidential,Distribution Center,1974,1.0,1,25620,25620,0,Distribution Center,Distribution Center,25620.0,,,,,47.54333,-122.32792,Seattle,WA,,550324.1875,13.218264632489236,10.15116760669524
2016,NonResidential,Warehouse,1992,1.0,3,33238,33238,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,,,47.59775,-122.32219,Seattle,WA,,1632472.0,14.305606600945415,10.411479164280983
